"employer_name","reviews_count","culture_count","salaries_count","benefits_count","employer_website","employer_headquarters","employer_founded","employer_industry","employer_revenue","url","geral","cultura_e_valores","diversidade_e_inclusao","qualidade_de_vida","alta_lideranca","remuneracao_e_beneficios","oportunidades_de_carreira","recomendam_para_outras_pessoas","perspectiva_positiva_da_empresa","segmento","nome","match_percent","ano","trimestre","categoria","tipo","cnpj","instituicao_financeira","indice","quantidade_de_reclamacoes_reguladas_procedentes","quantidade_de_reclamacoes_reguladas_outras","quantidade_de_reclamacoes_nao_reguladas","quantidade_total_de_reclamacoes","quantidade_total_de_clientes_ccs_e_scr","quantidade_de_clientes_ccs","quantidade_de_clientes_scr"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7651495",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7652226",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7656500",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7669921",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7679404",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7693858",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7714057",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7747410",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7753938",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7755335",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7789195",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7799277",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7814673",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7835244",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7836458",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7853842",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7925729",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7926510",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7945233",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7946216",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7946451",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7950031",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"7958405",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8030602",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8041950",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8044854",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8055016",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8071414",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8075352",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8087331",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8143326",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8197413",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8202793",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8227676",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8240446",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8253539",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8297831",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8357240",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8387258",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8418804",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8430732",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8482873",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8488377",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8520517",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8560508",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8597482",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8609934",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8624548",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8647473",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8652872",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8658915",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8673569",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8742188",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8795285",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8805562",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8812388",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8844074",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8850098",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8850613",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8931800",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"8937938",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9004796",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9033698",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9051765",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9105360",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9128022",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9187555",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9210106",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9244973",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9274232",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9280638",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9313766",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9330158",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9343038",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9403026",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9424988",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9433005",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9463721",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9464032",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9473806",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9476168",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9488496",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9512539",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9512542",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9526594",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9527069",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9552111",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9576038",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9576849",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9579249",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9590601",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"9639338",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10013534",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10143499",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10143743",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10175348",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10209619",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10218474",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10262276",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10280601",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10311218",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10319386",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10348181",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10371492",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10372647",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10398952",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10453077",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10512171",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10520232",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10548608",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10663610",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10664513",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10690848",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10694628",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10719496",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10736214",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10749264",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10769660",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10772401",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10808037",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"10853017",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11051952",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11165756",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11239236",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11271860",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11285104",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11356599",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11417016",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11453724",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11476673",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11495073",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11545653",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11565109",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11581339",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11703662",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11758741",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11760553",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11836226",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11907520",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11932017",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11969853",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"11970623",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12063256",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12272183",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12384953",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12392983",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12586596",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12599971",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12719654",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"12865507",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13009717",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13058743",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13059145",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13059232",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13178690",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13220493",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13258615",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13293225",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13434335",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13486793",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13517050",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13673855",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13720915",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"13839639",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14035129",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14046512",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14190547",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14388334",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14388516",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14425205",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14568725",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14652687",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14729710",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"14913919",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15077393",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15114366",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15122605",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15163587",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15168152",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15173776",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15227994",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15357060",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15482499",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15489568",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15581638",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15761217",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16348005",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16564240",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16651002",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16657210",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16721078",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16779741",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16789470",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16854999",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16927221",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16944141",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17015842",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17184037",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17305319",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17312083",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17312661",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17314501",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17315359",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17343510",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17343682",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17351180",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17352220",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17359351",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17361536",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17411307",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17441197",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17453575",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17502881",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17508380",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17607375",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17635177",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17772370",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17826860",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17902616",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17904906",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18140913",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18145784",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18188384",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18287740",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18310649",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18340695",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18394228",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18520834",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18539102",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18684408",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18810553",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18941229",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"18966739",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19086249",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19307785",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19324634",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19402130",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19449602",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19495266",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19535009",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19551787",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19869338",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19875244",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"19962468",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20062766",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20155248",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20158571",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20177390",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20251847",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20269566",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20283069",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20443996",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20622809",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20833976",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20833992",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"20961629",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21040668",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21110927",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21112244",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21130869",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21148439",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21198087",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21332862",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21597133",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21661202",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21670187",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21682737",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21797311",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"21866694",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22150505",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22491263",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22610500",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22639377",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22656789",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22724710",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22749014",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22753982",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"22760839",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23010182",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23241540",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23256599",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23295315",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23511655",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23522214",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23623636",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23862762",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23903068",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"23949522",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24048910",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24074692",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24235459",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24361690",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24431221",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24537861",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24610065",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24654881",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24795049",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24799033",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"24830879",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25280945",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25353939",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25363615",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25387655",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25387671",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25387713",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25395435",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25404542",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25420696",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25528753",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25536764",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25606237",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25626490",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25674235",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25683434",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25683475",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25743311",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"25798596",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26014175",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26072728",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26178111",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26178533",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26191078",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26359745",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26408161",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26408187",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26529420",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26549311",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26555235",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26563270",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26758433",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26960328",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27140946",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27171974",,,,,,,,,
